waktu,user,tweet
2022-04-11 03:04:37,Androngehe,@detikcom Ini kalau beliau datang ke sebuah acara Mc nya pasti capek ngenalinnya. Mari kita sambut Yang terhormat B… https://t.co/dfX5R1JuJq
2022-04-11 03:02:44,brave_trueone,"RT @D_N4bil5: @Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll
🛩️🛩️🛩️

Asi…"
2022-04-11 03:02:00,never_mindz,"RT @D_N4bil5: @Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll
🛩️🛩️🛩️

Asi…"
2022-04-11 03:01:17,D_N4bil5,"RT @D_N4bil5: @Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll
🛩️🛩️🛩️

Asi…"
2022-04-11 03:00:49,Even1508,"RT @D_N4bil5: @Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll
🛩️🛩️🛩️

Asi…"
2022-04-11 02:59:22,Iriell799,"RT @D_N4bil5: @Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll
🛩️🛩️🛩️

Asi…"
2022-04-11 02:58:45,D_N4bil5,@Even1508 @Iyink7 @Iriell799 @RaniKancana__ @1802_kimmi @SIWE_NDARA @Karinawung @Mansek_Mangat @AkekHera GASSpoll… https://t.co/J7xwlvquAh
2022-04-11 02:55:56,RamilGemolong,"Pada hari Minggu Tanggal 10 April 2022 Pkl 10.00 WIB s.d selesai,Anggota Koramil 18/Kalijambe melaksanakan  patroli… https://t.co/LP6R1LzFPd"
2022-04-11 02:45:17,breakupsongss,Deuh awas ajah sampe Doctor Strange MoM di cancel gegara PPKM lagi gegara demo 😌😌… gw sihir lu semua nanti pake kekuatan wanda
2022-04-11 02:45:16,Satpol_PP_Pati,"Minggu, 10 April 2022
Selamat Pagi
Giat Ops Yustisi Penerapan PPKM Level 2 masih dilaksanakan ya. Yuk kita tetap ta… https://t.co/x4oboAUC0h"
2022-04-11 02:37:12,cermin_polsek,Kegiatan satgas Gempur covid-19 kec.pantai cermin pada penyekatan penerapan PPKM level I dan Ops Yustisi guna pence… https://t.co/fWJbU698r9
2022-04-11 02:36:38,fiestaradio_,PPKM luar Jawa-Bali dikabarkan akan berakhir hari ini #InfoAktual
2022-04-11 02:35:05,RamilGemolong,Pada hari Senin tgl. 11 April 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Pols… https://t.co/WF705ZgMc0
2022-04-11 02:34:58,Kodim_0312,BABINSA KORAMIL 03/PADANG SELATAN LAKSANAKAN PPKM MIKRO DI PASAR https://t.co/EpXQJZbY82 https://t.co/8MJtMGMmcH
2022-04-11 02:27:03,pinvest_id,"Lebaran masih lama, ngayal babunya udah dari sekarang. Nggak papa ngayal dulu biar tetep semangat #pinvester.… https://t.co/7QGDXqvveW"
2022-04-11 02:16:50,RamilGemolong,pada Hari Minggu tanggal 10 April 2022 mulai pukul 09.00 Wib s/d Selesai anggota Koramil 02/Karangmalang rutin tela… https://t.co/s5rLTJ95CQ
2022-04-11 02:15:00,TVTempoChannel,"RT @TVTempoChannel: KABAR PANDEMI - VIDEO REPLAY
Efektivitas PPKM Darurat
https://t.co/3PmCLi3E2i

#PPKMDarurat #Pandemi #LonjakanCovid19 #…"
2022-04-11 02:06:28,madnewbi39,@duta_sopipud efek PPKM?
2022-04-11 02:06:00,ManukcrypTO,"RT @bowotejo1: PPKM Level 3, Ramadhan Stop Provokasi https://t.co/pmq51WYDS7"
2022-04-11 02:05:05,Misdi74,"Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di w… https://t.co/1qth4UTj0G"
2022-04-11 02:04:33,Misdi74,"Posko Ppkm Koramil 16 Miri,bertempat di pasar girimargo . https://t.co/olTxvM2tiL"
2022-04-11 02:00:10,RamilGemolong,Pkl 09.00 WIB  s.d selesai telah dilaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mo… https://t.co/UMIH3BA5EQ
2022-04-11 01:59:02,KramatJa3,KANIT SAMAPTA POLSEK KRAMAT JATI AKP SUGIANTO PIMPIN GIAT PENERAPAN PEMBATASAN KEGIATAN MASYARAKAT LEVEL 2 (PPKM LE… https://t.co/kB47pRokjc
2022-04-11 01:58:27,Misdi74,Anggota Koramil 07/Ngrampal melaksanakan Patroli PPKM LEVEL II di wilayah kecamatan Ngrampal. https://t.co/tcZlAwVcvL
2022-04-11 01:55:16,MalangCityExpo,"Kasus Covid-19 Tinggi, Kota Malang PPKM Level 4

https://t.co/jgdeKCMIOO"
2022-04-11 01:53:12,shreeylina,"RT @__Sridiana_3va: Gereget aku soal covid ini
Kalau aku jadi menkes &amp; wewenang ku sepenuhnya jadi jendral perangnya

Insya Allah ku buat s…"
2022-04-11 01:51:04,Polsek_klb_,Senin 11 April 2022 PKL 08.30 Wib s/d  selesai Pawas Panit Opsnal 2 Reskrim Polsek  Kalibawang  Iptu Mustofa bersam… https://t.co/ai7HkaPJK5
2022-04-11 01:48:55,waode93is,"RT @tatakujiyati: Tertunda 2 kali krn pengumuman pembatasan PPKM, jadi juga diselenggarakan. Insyaallah. Pertandingan International Youth C…"
2022-04-11 01:46:16,cewenyaeric,YAALLAH MAKASIH GOOGLE HAMPIR SJ AKU PPKM 🙏🙏🙏🙏🙏🙏
2022-04-11 01:44:57,Mfajarsultan,RT @mochatma: Singkatan PPKM menurut Google 😂🤣 https://t.co/izV8gkK1xJ
2022-04-11 01:31:49,Manusia20140607,RT @mochatma: Singkatan PPKM menurut Google 😂🤣 https://t.co/izV8gkK1xJ
2022-04-11 01:30:47,faryza23,🤣🤣🤣🤣 PPKM #DukungMahasiswaBergerak https://t.co/dfpa0tKnh9
2022-04-11 01:28:06,mochatma,Singkatan PPKM menurut Google 😂🤣 https://t.co/izV8gkK1xJ
2022-04-11 01:17:13,satpolpprbg,"(10/04), Patroli dalam rangka PPKM Level 2 Satpol PP Kab.Rbg bersama TNI-POLRI selalu di laksanakan memberikan Eduk… https://t.co/bLSmxBIYiF"
2022-04-11 01:08:02,Korem102Panju,"Babinsa Koramil 1015-03/Katingan Hilir gencarkan PPKM Mikro Di Wilayah Binaan
https://t.co/CgqIEMl3Xf https://t.co/P4YGAksshY"
2022-04-11 01:05:40,DNS712,"RT @PT_Transjakarta: Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasional pada masa PPKM lev…"
2022-04-11 01:05:28,aintgoodforlife,@kaleandrr WKWKWKWKWKKW. PPKM ya kak?
2022-04-11 00:58:51,sujana_ajang,@Fere771 @GeiszChalifah Semoga tdk terulang di curangi oleh ppkm yg dinaikkan level
2022-04-11 00:58:20,salahsambungya,RT @CNNIndonesia: PPKM Luar Jawa-Bali Berakhir Hari Ini https://t.co/zWlbB4Kd3o
2022-04-11 00:56:55,Ibrahim53885706,RT @CNNIndonesia: PPKM Luar Jawa-Bali Berakhir Hari Ini https://t.co/zWlbB4Kd3o
2022-04-11 00:55:54,ryolandafit,RT @CNNIndonesia: PPKM Luar Jawa-Bali Berakhir Hari Ini https://t.co/zWlbB4Kd3o
2022-04-11 00:52:54,Sayang_NKRI,"Selamat Pagi Sobat NKRI...
Apa ada demo hari ini kah ?? Kok masih sepi, berasa kayak PPKM...
#SayaBersamaJokowi"
2022-04-11 00:48:13,CNNIndonesia,PPKM Luar Jawa-Bali Berakhir Hari Ini https://t.co/zWlbB4Kd3o
2022-04-11 00:18:13,KoramilSimo,3 orang Anggota Koramil 12 Simo dipimpin Babinsa Pelem  Srd M Irfan  bersama 3 orang   Anggota Polsek Simo dan Tran… https://t.co/6ltZQcWV0M
2022-04-11 00:16:14,mizalnyasaja,"RT @PT_Transjakarta: Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasional pada masa PPKM lev…"
2022-04-11 00:14:39,KoramilSimo,3 orang Anggota Koramil 12 Simo dipimpin Babinsa  Pentur Srt Supardi bersama 2 orang  Polsek Simo dan 1.Orang Trant… https://t.co/l0ZCMv2iNF
2022-04-10 23:47:33,cakra9901,KARANGANYAR - Serka Purwanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM level 3 penertiban da… https://t.co/5gPl1jInt7
2022-04-10 23:47:18,cakra9901,KARANGANYAR - Serka Purwanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM level 3 penertiban da… https://t.co/j3o0SlUYQD
2022-04-10 23:46:44,cakra9901,KARANGANYAR - Serka Purwanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM level 3 penertiban da… https://t.co/d3y07rFNOA
2022-04-10 23:37:32,cakra9901,KARANGANYAR - Koptu Alim Subandriyo beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM Level 3 ditemp… https://t.co/0rUOshWxiM
2022-04-10 23:37:18,cakra9901,KARANGANYAR - Koptu Alim Subandriyo beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM Level 3 ditemp… https://t.co/TtrGiFXqF2
2022-04-10 23:37:06,cakra9901,KARANGANYAR - Koptu Alim Subandriyo beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM Level 3 ditemp… https://t.co/LFRYg1WJmc
2022-04-10 23:15:31,sulkyfuchs,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 23:12:03,renjbun,@2001CHENLE WKWK PPKM BGT SYIT.
2022-04-10 23:10:37,Wik2manja,apakah hotel buka saat ppkm darurat
2022-04-10 23:07:40,HlFatah,@Alwaleed_Talal Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/YLGqAHQ0Fy
2022-04-10 23:06:54,HlFatah,@Alwaleed_Talal Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/TsdrL5W0vN
2022-04-10 23:05:46,HlFatah,@NgkongRoses Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/CfaQHo8bHp
2022-04-10 23:04:20,HlFatah,@BankDunia @IFC_org @edgebuildings @KemenPU @EDGE_CERT Selamat berbuka puasa bersama secara terbatas selama PPKM.… https://t.co/18O7i9PeGL
2022-04-10 23:03:53,HlFatah,@sandiuno Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/VHharuNLJo
2022-04-10 23:03:18,HlFatah,@aagym Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/LLBeybE6hF
2022-04-10 23:02:34,HlFatah,@bank_indonesia Selamat berbuka puasa bersama secara terbatas selama PPKM. https://t.co/EGDdZzMgK7 https://t.co/hq3TGh2Lzj
2022-04-10 22:58:27,akunbaca03,"RT @jaehyunpdi: PPKM — nomin short au

""Pandemi tuh jaga jarak, ini malah nempel mulu""
""Iri tanda tak mampu, gamon ya?""
""Iya, makanya putus…"
2022-04-10 22:55:16,MalangCityExpo,"Kasus Covid-19 Tinggi, Kota Malang PPKM Level 4

https://t.co/jgdeKD4S2W"
2022-04-10 22:38:57,cceruleanbluu,tapi yang penting yok bisa yok ga ppkm ppkm lagi
2022-04-10 22:37:57,asharshubuh,"RT @PT_Transjakarta: Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasional pada masa PPKM lev…"
2022-04-10 22:37:22,alvinrio_1501,"Dystopia &amp; histeria ppkm &amp; psbb jadikan momen kejahatan &amp; perbudakan atas nama kesehatan +virus, kejanggalan menuju… https://t.co/8baCtmiMhW"
2022-04-10 22:03:01,BeeCanI,"@MuchamadFajarF ya begitu mah enak, sy tim WFO mau ppkm, psbb atau demo. 

pokoke harus ke kantor 🥲👍🏻"
2022-04-10 21:47:06,1626Kodim,"Pelaksanaan PPKM Dan Pendisiplinan Protokol Kesehatan Di Wilayah Tembuku, Minggu 10/4/2022.

@Korem163Wsa… https://t.co/GCz4sz5rhW"
2022-04-10 21:45:56,ImamKrisnanto,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 21:42:26,goesdut,*nyusun bugdet lebaran di tengah kenaikan bahan baku produksi paska ppkm https://t.co/H8KBHKMtWs
2022-04-10 21:35:11,1626Kodim,Penyiapan Lahan Hanpang Dan Pelaksanaan PPKM Penegakan Disiplin Protokol Kesehatan 3M Di Wilayah Koramil 1626-01/Ba… https://t.co/SWxOePBp69
2022-04-10 21:31:16,erick_hart,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 21:30:35,Koramil06cepog1,Patroli Prokes PPKM diwilayah binaan https://t.co/Poqr7igFhm
2022-04-10 21:15:08,ghanialifa,@sunwoojaksel kita lagi ppkm ya
2022-04-10 21:03:18,KKebakkramat,Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanakan Patroli PPKM Level 3… https://t.co/PnIshM8fG0
2022-04-10 21:03:03,KKebakkramat,Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanakan Patroli PPKM Level 3… https://t.co/VEvKKcbxob
2022-04-10 21:02:50,KKebakkramat,Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanakan Patroli PPKM Level 3… https://t.co/5UM29vGBvI
2022-04-10 21:02:48,KKebakkramat,Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanakan Patroli PPKM Level 3… https://t.co/9hZ7lPGJ5q
2022-04-10 21:02:35,KKebakkramat,Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanakan Patroli PPKM Level 3… https://t.co/rEjpoWdRAN
2022-04-10 20:49:12,KODIM_1409,"Bertempat di Pasar Boronngarra Desa Berutallasa Kec. Biringbulu, Kab.Gowa,Koptu Supriadi Babinsa Koramil 1409-07/TB… https://t.co/IRbUOwounx"
2022-04-10 20:45:27,Angelworl0,@jokowi Gua gak bahas inflasi². Kami blm gajian sampai April ini. Paling benci yah sm menteri siapa tuh?. Selalu ng… https://t.co/mI9yxRMPvE
2022-04-10 20:23:14,arbaw_,"Bisa di pastikan,yang percaya ini video Baru , pasti orang-orang GOBLOG ini Video pada 6 juny 2021 terkait PPKM.… https://t.co/vXDq3eK2lO"
2022-04-10 20:22:23,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022 Pukul 20.00 s/d selesai Koptu Bakri Siompo Anggota Koramil 07/Matesih m… https://t.co/DriLNPM0FG"
2022-04-10 20:20:09,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022, Pukul 19.55 Wib, Sertu Suharno dan Kopda Ristio Pramono anggota Korami… https://t.co/2izPvKh7e9"
2022-04-10 20:19:29,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022, Pukul 19.55 Wib, Sertu Suharno dan Kopda Ristio Pramono anggota Korami… https://t.co/sUINzp1eV9"
2022-04-10 20:18:22,Lamana18290144,"Kodim 0727/Karanganyar.
Minggu 10/04/2022 Pkl.20.30 WIB. Koptu ari widodo anggota Koramil 01/Karanganyar beserta po… https://t.co/YlT2UHRJ5J"
2022-04-10 20:14:39,RobiCah08897085,"RT @tatakujiyati: Tertunda 2 kali krn pengumuman pembatasan PPKM, jadi juga diselenggarakan. Insyaallah. Pertandingan International Youth C…"
2022-04-10 20:09:10,arbaw_,"@KotakPandora5 Woi GOBLOG,,itu Video Lama,, terkait PPKM,,kalau mau bikin Hoax jangan nanggung boss.."
2022-04-10 19:53:59,Lamana18290144,"Kodim 0727/Karanganyar
Serda Rahmawan Adi Putra Babinsa desa Banjarharjo Anggota Koramil 03/Kebakkramat melaksanaka… https://t.co/KX0NuUhtCJ"
2022-04-10 19:45:11,YoyokSubandriy3,"RT @HumasPolsekWat1: Update Ketentuan PPKM Jawa-Bali Periode 5-18 April 2022

*Jumlah Kabupaten/Kota di Jawa-Bali dengan Ketegori PPKM:*
-…"
2022-04-10 19:40:29,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022, Pukul 09.15 Wib, Sertu Suharno dan Kopda Ristio Pramono anggota Korami… https://t.co/Bjqxm2P7vv"
2022-04-10 19:38:42,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022  Serka Purwanto beserta 2 orang anggota Koramil 02/Tasikmadu melaksanak… https://t.co/urtfQkwt4F"
2022-04-10 19:36:58,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022  4 Orang Anggota Koramil 08/Tawangmangu dipimpin Sertu Joko Winarto mel… https://t.co/Xq8iYVLjyg"
2022-04-10 19:30:31,Lamana18290144,"Kodim 0727/Karanganyar
Minggu 10 April 2022 pukul 10.00 WIB Sertu Supriyanto dan Serda Imam Maulidin Anggota Korami… https://t.co/NAoHxpqxDa"
2022-04-10 18:39:21,huggopie,dulu aku extro😼tp karna kelamaan ppkm jd intro dan aku nyaman begini https://t.co/wcx1nTjN9H
2022-04-10 18:39:18,IswantoEriec,@newbundaima Ppkm... Bisa ja.. 😂😁😁😁
2022-04-10 18:04:35,ebe_ganzo,"@nandya_s @jokowi Ebe cuma mengingakan saja tuitmu itu tdk bijak dirimu telah menapikan kerja orang, apa anda lupa… https://t.co/4lZaPrGanE"
2022-04-10 17:58:52,Rullyez1,"RT @DivHumas_Polri: Update Ketentuan PPKM Jawa-Bali Periode 5-18 April 2022

*Jumlah Kabupaten/Kota di Jawa-Bali dengan Ketegori PPKM:*
- L…"
2022-04-10 17:50:53,MangkokIjo,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 17:37:53,An_Kiim,"@dragonb21395797 Ini video september 2021 kemaren min, disuruh putar balik karena ppkm ketat"
2022-04-10 17:36:06,lokalbgt,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 17:25:28,Satpolgrobogan,Satpol PP kabupaten Grobogan melakukan Patroli Pengawasan PPKM Level 2 Protkes Pengendalian Covid-19 di wilayah kot… https://t.co/y6u022dayD
2022-04-10 17:16:30,tersIedings,"RT @jaehyunpdi: PPKM — nomin short au

""Pandemi tuh jaga jarak, ini malah nempel mulu""
""Iri tanda tak mampu, gamon ya?""
""Iya, makanya putus…"
2022-04-10 17:03:56,Natashajulian12,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 16:34:10,YueHaikal,@herditiya1 PSBB/PPKM kebijakan yg membuat ekonomi ancuurrr.
2022-04-10 16:24:20,cuticutiepieu,"maksain mau pulkam, pdhl mnding duitnya dipake buat hal yg lebih penting, ayodong ppkm lagi, soalnya kalo lagi pusi… https://t.co/D8m7P45Hxs"
2022-04-10 16:22:11,callmirays,"RT @GrabID: Yeay, bisa nonton F1 siang-siang lagi~

Tonton yuk keseruannya di Vidio Premier Platinum &amp; dapetin 🏁DISKON s.d. 97%🏁 + bonus se…"
2022-04-10 16:21:56,Polsek_klb_,"Minggu 10 April 2022 PKL 20.30 Wib s/d selesai di warung pak Yanto Demangan, Banjarharjo, Kalibawang , Kulonprogo a… https://t.co/eq8JgTYRrD"
2022-04-10 16:17:30,rasaha12,Disiplin Prokes dan PPKM Efektif Kendalikan Pandemi Covid-19 https://t.co/c0TMJXwfx3
2022-04-10 16:16:39,pendim1207bs,"Sosialisasi PPKM Skala Mikro Oleh Satgas Tangkal Covid-19 Kodim 1207/PONTIANAK

(Pendim 1207/PONTIANAK)… https://t.co/Cd8gB2cs0t"
2022-04-10 15:54:38,Polsek_klb_,"Minggu 10 April 2022 PKL 
09.30 s/d 12.00 wib di 
Wilkum Polsek Kalibawang, polres Kulonprogo.
Anggota Polsek Kalib… https://t.co/FeoWkjKBs9"
2022-04-10 15:46:33,Polsek_klb_,Minggu 10 April 2022 PKL 10.00 Wib s/d Selesai di gereja boro banjarasri Kalibawang Kulonprogo  Personil Polsek  Ka… https://t.co/vf4TTeUsSd
2022-04-10 15:37:23,Emmyyy88,"RT @riffirifzaldi: @KotakPandora5 ..nyet, video juli 2021 terkait masa ppkm lu pake buat ngibulin kadal kadal gurun ya? dasar kadrun tolol…"
2022-04-10 15:35:19,LepakDado,"RT @MamiaAja: Seru jg ya ngabuburit di TL.. terbiasa PPKM, smangatnya berasa walau tetap di rmh masing2... 

Kita sama2 kompak menggaungkan…"
2022-04-10 15:31:55,smirneff,PPKM
2022-04-10 15:31:17,sugitanyoman45,"PPKM Jawa - Bali Diperpanjang, Satgas COVID-19 Minta Pemerintah Daerah Tegas Tegakkan Aturan https://t.co/iNUtyKUddD"
2022-04-10 15:28:08,14_mondokan,Telah dilaksanakan giat operasi Yustisi/Penyekatan dan Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan M… https://t.co/GQO4yUiIyg
2022-04-10 15:19:24,IwanSet60750280,"Iptu Kamran memimpin Patroli PPKM, KRYD dan Himbauan Prokes
#PolriAdaptasiKebiasaanBaru @gajah_2001… https://t.co/DjOOGdnqdI"
2022-04-10 15:14:16,shulsua,kanan kiri cinlol. shulsua? ppkm https://t.co/o9HioSZVK7
2022-04-10 15:13:10,IwanSet60750280,"Ka SPK memimpin patroli PPKM, KRYD, Antisipasi Laka lantas dan Himbauan Prokes
#PolriAdaptasiKebiasaanBaru… https://t.co/7cGKmTDQS8"
2022-04-10 15:07:31,Rizvan168,"RT @budakbillgates: Kok gak ada pemberitahuan di Media penutupan jalan, kalo PPKM di siarin di semua media"
2022-04-10 15:06:48,RamilGemolong,"Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di w… https://t.co/c4GkpaipnD"
2022-04-10 15:04:39,ItiChristian,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 15:04:29,KoramilTangen,Anggota Koramil 17/Sumberlawang melaksanakan Giat patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL 2* membata… https://t.co/qL3KA45sqB
2022-04-10 15:03:30,Ikhwan_Jr,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 15:02:56,tonicyuno,97L = ppkm persatuan pemuda kaya melintir https://t.co/yGwH84Oc2p
2022-04-10 14:58:45,Black77737905,"RT @budakbillgates: Kok gak ada pemberitahuan di Media penutupan jalan, kalo PPKM di siarin di semua media"
2022-04-10 14:52:33,PedjoeangToea,"RT @Sangkuriang5551: @PalalaSang PENINDASAN OLEH REZIM JOKOWI

yang tidak kalah brutalnya dengan kenaikan harga2, kenaikan pajak, &amp; KKN

AD…"
2022-04-10 14:50:07,PamanBlacks,"RT @budakbillgates: Kok gak ada pemberitahuan di Media penutupan jalan, kalo PPKM di siarin di semua media"
2022-04-10 14:46:59,budakbillgates,"Kok gak ada pemberitahuan di Media penutupan jalan, kalo PPKM di siarin di semua media https://t.co/n2iqP7UiSo"
2022-04-10 14:45:52,IwanMah,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 14:43:08,ArdiiiiKim,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 14:41:51,Nddy26,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 14:39:31,SyairRevolusi,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 14:35:17,RamilGemolong,Pada hari Minggu tgl. 10 April 2022 Pkl 20.30 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Pol… https://t.co/IQGWZy6Mhz
2022-04-10 14:34:15,ranoutwest,@balimenangis ppkm
2022-04-10 14:31:05,pikobar_jabar,"Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/lGn0j7bLaZ"
2022-04-10 14:29:48,wannabeverlast,"Maksudnya bengong gituuuu
Aduuhh gw terlanjur suka bilang ppkm sih sama nandut wkwkkw"
2022-04-10 14:28:33,wannabeverlast,Aduh gw ngakak bgt katanya yujun suka ppkm belakangan ini wkwkwkw https://t.co/RNzKXiwS4I
2022-04-10 14:24:10,_satyo,@arieparikesit Apalagi jaman pandemi gini ya. Babak belur karena PPKM. Kasih lah sedikit nafas ke pengusaha kuliner.
2022-04-10 14:23:20,SINDOnews,"Jakarta PPKM Level 2, Anies: Warteg dan Restoran Buka hingga Pukul 22.00 WIB, Kapasitas 75 Persen

 #Sindonews… https://t.co/QwvBpLTCmz"
2022-04-10 14:22:09,RamilGemolong,Serda Budiyanto Babinsa Ngargotirto dan Koptu Agus Juliyono Babinsa Ds.Pagak melaksanakan Giat  patroli dalam rangk… https://t.co/pQ6J5WZ1OH
2022-04-10 14:19:49,bedugtengahawan,"RT @_Banyoe: 2 tahun kebohongan PPKM.
2 tahun kebohongan alat tes.
2 tahun kebohongan masker.
2 tahun kebohongan app peli.
2 tahun kebohong…"
2022-04-10 14:18:14,muhammadghema,"10 Jabatan Luhut Pandjaitan Sepanjang Pemerintahan Jokowi

1.  Menko Maritim dan Investasi
2.  Wakil Ketua KPCPEN
3… https://t.co/6RlCZqwVoT"
2022-04-10 14:14:35,Lamana18290144,"Kodim 0727/Karanganyar
minggu tgl 10 April 2022  Peltu Tohari beserta tiga orang anggota Koramil 09/Ngargoyoso  mel… https://t.co/IOWxTepiW4"
2022-04-10 14:13:46,Adli74886886,"RT @PT_Transjakarta: #INFOTRANSJAKARTA | Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasiona…"
2022-04-10 14:13:20,morodjoyo,"Politik CORONA.
Penyebab Demo 11/4/2022.
Kemiskinan, Keterpaksaan ikut..Mandatory Vaksin, Kehidupan Kian Mahal, PHK… https://t.co/KX2jsBvIvF"
2022-04-10 14:09:20,AndiraAgustin2,"Kodim 0727/ Karanganyar
Serka Edi Purwanto bersama dengan 3 orang anggota Koramil melaksanakan patroli penegakkan d… https://t.co/jEZB0NkLZp"
2022-04-10 14:07:04,PalingDepan__,@yulitaolive Untungnya PPKM udh di hentikan kak 😂😂
