waktu,user,tweet
2022-06-01 14:20:31,karshowno92,b'RT @kesittt: Ichels anak SD Marsudirini curhat ke Gubernur Jawa Tengah Ganjar Pranowo saat dialog zoom. Anak tersebut curhat ayahnya kesuli\xe2\x80\xa6'
2022-06-01 14:18:07,IK_InderaKusuma,"b'RT @puanmaharani_ri: Rencana pemerintah yang sekarang\nsedang mempertimbangkan mencabut PPKM, perlu\nmenilik banyak hal. Karena kebijakan ini\xe2\x80\xa6'"
2022-06-01 14:18:02,IK_InderaKusuma,"b'RT @puanmaharani_ri: Karena walaupun kondisi Covid-19 di Indonesia sudah\nsemakin terkendali, pencabutan PPKM perlu dijaga\nagar tidak menimb\xe2\x80\xa6'"
2022-06-01 14:17:49,SermaSupriyadi,b'Pada hari Rabu   tanggal 1 Juni  2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan  Giat  Patroli  dalam rangka  P\xe2\x80\xa6 https://t.co/AAIDSWqdRL'
2022-06-01 14:17:28,SermaSupriyadi,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/aEiPA6Napn'
2022-06-01 14:12:37,SermaSupriyadi,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/oZkTzdzAnT'"
2022-06-01 14:02:49,kesittt,b'Ichels anak SD Marsudirini curhat ke Gubernur Jawa Tengah Ganjar Pranowo saat dialog zoom. Anak tersebut curhat aya\xe2\x80\xa6 https://t.co/b5gReLwc1K'
2022-06-01 14:01:02,ertgvcxdf,"b'Pdhl taun lalu, akhir juli tuh ppkm ya \xf0\x9f\xa4\xa3\nDuhh jan'"
2022-06-01 13:58:13,AryaSanjaya0,"b'RT @puanmaharani_ri: Rencana pemerintah yang sekarang\nsedang mempertimbangkan mencabut PPKM, perlu\nmenilik banyak hal. Karena kebijakan ini\xe2\x80\xa6'"
2022-06-01 13:57:24,cakra9901,b'KARANGANYAR - Sertu Joko Haliyanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM penertiban dan\xe2\x80\xa6 https://t.co/7zTYnOjrZ2'
2022-06-01 13:57:20,saifulteladan,b'@JumhanaTintin @rifki_moch Efek PPKM.\n\nPPKM: Pernah Perhatian Kemudian Menghilang.\n\xf0\x9f\xa4\xa3'
2022-06-01 13:57:10,pikobar_jabar,"b'Ketahui informasi pembagian #PPKM di wilayah Jabar berdasarkan level 4, 3, dan 2 di #PikoData https://t.co/6S1RwkBac9'"
2022-06-01 13:56:21,cakra9901,b'KARANGANYAR - Sertu Joko Haliyanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM penertiban dan\xe2\x80\xa6 https://t.co/vIUwwa1q9b'
2022-06-01 13:55:56,cakra9901,b'KARANGANYAR - Sertu Joko Haliyanto beserta 2 anggota Koramil 02/Tasikmadu melaksanakan Patroli PPKM penertiban dan\xe2\x80\xa6 https://t.co/Y4QPMvYKEe'
2022-06-01 13:49:54,cakra9901,b'KARANGANYAR - Serka Medi Triwibowo beserta anggota Koramil 02/Tsm melaksanakan patroli PPKM dan membagikan masker d\xe2\x80\xa6 https://t.co/V0Yk0nteie'
2022-06-01 13:49:23,cakra9901,b'KARANGANYAR - Serka Medi Triwibowo beserta anggota Koramil 02/Tsm melaksanakan patroli PPKM dan membagikan masker d\xe2\x80\xa6 https://t.co/lqTt1p9rGF'
2022-06-01 13:48:58,cakra9901,b'KARANGANYAR - Serka Medi Triwibowo beserta anggota Koramil 02/Tsm melaksanakan patroli PPKM dan membagikan masker d\xe2\x80\xa6 https://t.co/8TkwDcGJYJ'
2022-06-01 13:47:40,DartoEgleng,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/F1QladVFXn'"
2022-06-01 13:44:07,cakra9901,b'KARANGANYAR -Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM di Pasar Nglano Desa N\xe2\x80\xa6 https://t.co/YI9baPMBPT'
2022-06-01 13:43:51,cakra9901,b'KARANGANYAR -Sertu Suparman beserta 2 anggota Koramil 02/Tasikmadu melaksanakan patroli PPKM di Pasar Nglano Desa N\xe2\x80\xa6 https://t.co/eQzG15wc5C'
2022-06-01 13:41:18,SermaSupriyadi,b'Rabu tgl 1 Juni 2022 Pkl 20.00 WIB s.d selesai telah dilaksanakan Giat patroli dalam rangka Pelaksanaan *PPKM LEVEL\xe2\x80\xa6 https://t.co/fhkpJ221Ub'
2022-06-01 13:39:07,tuankurakyat,b'RT @sahabatganjarid: Ichels anak SD Marsudirini curhat ke Ganjar Pranowo saat dialog zoom. Anak tersebut curhat ayahnya kesulitan saat pera\xe2\x80\xa6'
2022-06-01 13:39:03,DartoEgleng,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wil\xe2\x80\xa6 https://t.co/57WPbCi3Zg'"
2022-06-01 13:39:03,04Sidoharjo,b'Giat  patroli gabungan bersama Polsek Gemolong dalam rangka pelaksanaan *PPKM LEVEL - II* membatasi Mobilitas Perpi\xe2\x80\xa6 https://t.co/dG7jNE8qJP'
2022-06-01 13:37:30,TopToross,b'RT @LaNyallaAcademy: @blank0429 @msaid_didu @__Sridiana_3va @RamliRizal Ketua DPD RI Minta Pemerintah Desak PBB Beri Sanksi Israel Terkait\xe2\x80\xa6'
2022-06-01 13:33:56,04Sidoharjo,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/wILQz5ZdEa'"
2022-06-01 13:32:47,LaNyallaAcademy,b'@blank0429 @msaid_didu @__Sridiana_3va @RamliRizal Ketua DPD RI Minta Pemerintah Desak PBB Beri Sanksi Israel Terka\xe2\x80\xa6 https://t.co/LjKUtgGGbR'
2022-06-01 13:31:36,F4uzancox,b'@tirta_cipeng dok ppkm sudah level 4 semua kan se Indonesia. Pandemic juga uda berakhir... masak Checkin beberapa h\xe2\x80\xa6 https://t.co/HURE0K8Tld'
2022-06-01 13:30:27,toemar_loega,b'RT @sahabatganjar: GANJAR LANGSUNG KIRIM BERAS KE AYAH SISWA SD\n\nIchels anak SD Marsudirini curhat ke Gubernur Jawa Tengah Ganjar Pranowo s\xe2\x80\xa6'
2022-06-01 13:26:44,Koramil08sbj,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wi\xe2\x80\xa6 https://t.co/KQC9eMSUDF'"
2022-06-01 13:19:14,04Sidoharjo,b'Giat  patroli gabungan bersama Polsek Sidoharjo dalam rangka  Pelaksanaan *PPKM LEVEL I membatasi Mobilitas Perpind\xe2\x80\xa6 https://t.co/qmoALgRmcX'
2022-06-01 13:15:28,AbdeeProklamasi,"b'RT @DinoSaras1: @AbdeeProklamasi @Mukidi_alNgibul Mau sajasih di dikte sama orang asing,negara merdeka tapi masih saja mau dijajah,atau sen\xe2\x80\xa6'"
2022-06-01 13:11:19,pendim1207bs,b'Sosialisasi PPKM Skala Mikro Oleh Satgas Tangkal Covid-19 Kodim 1207/PONTIANAK\n\n(Pendim 1207/PONTIANAK)\xe2\x80\xa6 https://t.co/eNHBnZ58Rc'
2022-06-01 13:06:38,pendim1207bs,"b'Kodim 1207/PONTIANAK Laksanakan PPKM Skala Mikro(Rabu, 1/6/2022)\n\nPendim 1207/Pontianak\xe2\x80\xa6 https://t.co/Mc8zBx8voE'"
2022-06-01 13:03:56,AdiraFinanceID,"b'Sahabat bayar kuliah ga perlu pusing-pusing lagi, manfaatkan PPKM (Program Pengajuan Kredit Multiguna) dari Adira F\xe2\x80\xa6 https://t.co/K9h3UeGgqT'"
2022-06-01 12:55:34,AnungNurman,b'@_dguzel Apa mereka Yg pada datang waktu ppkm berjilid2 dulu ?'
2022-06-01 12:55:33,koramilkarangm2,b'Pada hari Rabu  tanggal 1 Juni 2022 pukul 19.30 WIB s/d selesai telah dilaksanakan giat patroli dalam rangka Pelaks\xe2\x80\xa6 https://t.co/JdKOCOMjp1'
2022-06-01 12:50:30,helicopster,b'@babu_viden udh ky ppkm yah'
2022-06-01 12:44:33,Kodim0828,b'Sebagai Panutan Babinsa Sampang Operasi PPKM LEVEL Dua https://t.co/DRZXpWF8Cw https://t.co/nBNFo6b8tG'
2022-06-01 12:44:15,saiful_rizal_89,b'RT @BangAmek09: Pelatihan Peningkatan Kapasitas Mandiri (PPKM) @ApdiPasuruan022\n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#TPPJawaTimur\n#TPPpasu\xe2\x80\xa6'
2022-06-01 12:43:40,Dimshless3,"b'@BOBOTOHFAMIGLIA Oi info na si asep nga rudet Ken soal, PPKM di Bandung'"
2022-06-01 12:31:21,DartoEgleng,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/v5R0uqpop7'
2022-06-01 12:30:41,DartoEgleng,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/0BwJ7ZAKsn'
2022-06-01 12:29:46,DartoEgleng,b'Anggota Koramil 19 Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/BRazHGntgD'
2022-06-01 12:27:53,jxxaeyvn,b'@yrnich_ ppkm. dah sana jaga jarak lima meter'
2022-06-01 12:27:18,DartoEgleng,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wil\xe2\x80\xa6 https://t.co/uCbkfc4yJG'"
2022-06-01 12:26:20,WidodoBambangS2,b'Bismillah... Pelatihan Peningkatan Kapasitas Mandiri  (PPKM) @ApdiPasuruan022 \n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\xe2\x80\xa6 https://t.co/2rWRrT6eLl'
2022-06-01 12:25:16,WidodoBambangS2,b'RT @RochimMuchammad: Bismillah... Pelatihan Peningkatan Kapasitas Mandiri  (PPKM) @ApdiPasuruan022 \n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#T\xe2\x80\xa6'
2022-06-01 12:23:39,DartoEgleng,"b'Giat  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyarakat, bertemp\xe2\x80\xa6 https://t.co/HlTpKhcKpz'"
2022-06-01 12:22:36,KelBaru_TGR,b'RT @pemkabkukar: PPKM KABUPATEN KUTAI KARTANEGARA LEVEL 1\n\nBerdasarkan Instruksi Menteri Dalam Negeri Nomor 27 Tahun 2022 https://t.co/6MiQ\xe2\x80\xa6'
2022-06-01 12:20:59,DartoEgleng,"b'Giat  Patroli  dalam rangka  Pelaksanaan PPKM LEVEL II membatasi Mobilitas Perpindahan Masyarakat*, bertempat di wi\xe2\x80\xa6 https://t.co/aFG0888LCI'"
2022-06-01 12:18:08,Sulisty06907144,"b'RT @SmashNewsCorp: Pasuruan - Setelah dua pekan menerapkan PPKM level 2, kali ini Kota Pasuruan kembali pada PPKM level 1.\xc2\xa0\n#smashnews #sma\xe2\x80\xa6'"
2022-06-01 12:17:57,Ciput84725571,"b'RT @SmashNewsCorp: Pasuruan - Setelah dua pekan menerapkan PPKM level 2, kali ini Kota Pasuruan kembali pada PPKM level 1.\xc2\xa0\n#smashnews #sma\xe2\x80\xa6'"
2022-06-01 12:02:52,KoramilMusuk,"b'Pukul 18.00 sd 19.00 WIB,3 orang Anggota Koramil 02 Musuk dipimpin Babinsa Desa Ringinlarik Srt Jumahir bersama ang\xe2\x80\xa6 https://t.co/tWbwyVCvXC'"
2022-06-01 11:58:03,KamalLawyer70,b'RT @Ulfa_pldrembang: PPKM Mandiri TPP Pasuruan\n@halimiskandarnu\n@Ari_Asharie\n@pondoksepuh\n@RochimMuchammad\n#APDIJatim\n#APDIPasuruan\n#TPPPas\xe2\x80\xa6'
2022-06-01 11:57:12,14_mondokan,b'telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyaraka\xe2\x80\xa6 https://t.co/biTIp2XjFM'
2022-06-01 11:56:29,14_mondokan,b'telah dilaksanakan Giat  patroli gabungan bersama Polsek Sumberlawang dalam rangka  Pelaksanaan *PPKM LEVEL II* mem\xe2\x80\xa6 https://t.co/fJvkafY9Va'
2022-06-01 11:55:14,14_mondokan,b'Sertu Rohmad melaksanakan Giat\xc2\xa0 patroli gabungan bersama Aiptu Suparno Polsek Sukodono dalam rangka\xc2\xa0 Pelaksanaan *P\xe2\x80\xa6 https://t.co/zB0rYhJpWG'
2022-06-01 11:52:01,14_mondokan,b'Anggota Koramil 18/Kalijambe melaksanakan  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mob\xe2\x80\xa6 https://t.co/NtjYaHS1CN'
2022-06-01 11:50:51,koramil_kota,b'telah dilaksanakan  Giat  Patroli  dalam rangka  Pelaksanaan PPKM LEVEL II membatasi Mobilitas Perpindahan Masyarak\xe2\x80\xa6 https://t.co/6ugpPvtk32'
2022-06-01 11:50:10,14_mondokan,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Perpindahan Masyarakat, bertempat di wi\xe2\x80\xa6 https://t.co/0uZx2vDrzL'"
2022-06-01 11:49:39,14_mondokan,b'telah dilaksanakan Giat  patroli gabungan polsek sumberlawang dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mo\xe2\x80\xa6 https://t.co/aKB8iJGS0O'
2022-06-01 11:49:02,koramil_kota,b'Pada hari Rabu   tanggal 1 Juni  2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan  Giat  Patroli  dalam rangka  P\xe2\x80\xa6 https://t.co/0bXxhtRiXY'
2022-06-01 11:47:52,koramil_kota,b'Pada hari Rabu   tanggal 1 Juni  2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan  Giat  Patroli  dalam rangka  P\xe2\x80\xa6 https://t.co/nQkC89ykf2'
2022-06-01 11:47:17,koramil_kota,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/WkUVik2YQG'
2022-06-01 11:47:06,14_mondokan,b'telah dilaksanakan Giat  patroli gabungan bersama Polsek Sumberlawang dalam rangka  Pelaksanaan *PPKM LEVEL II* mem\xe2\x80\xa6 https://t.co/6wXYzDmYo9'
2022-06-01 11:45:53,14_mondokan,b'telah dilaksanakan Giat\xc2\xa0 patroli Bersama polsek Gemolong dalam rangka\xc2\xa0 Pelaksanaan *PPKM LEVEL II* membatasi Mobili\xe2\x80\xa6 https://t.co/kLrL0mUKLW'
2022-06-01 11:44:30,MDYtama,"b'@padmeaaa @spargowentgone Anehnya, apa susahnya pesen pakai kendaraan ke drive thru?jangan bawa2 kebijakan daerah y\xe2\x80\xa6 https://t.co/VW0YCsrj2w'"
2022-06-01 11:42:44,14_mondokan,b'telah dilaksanakan  Giat  Patroli  dalam rangka  Pelaksanaan PPKM LEVEL II membatasi Mobilitas Perpindahan Masyarak\xe2\x80\xa6 https://t.co/jga1HJC082'
2022-06-01 11:41:07,koramil_kota,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/N4fOv5rzfs'"
2022-06-01 11:41:07,RamilGemolong,b'Pada Selasa 31 Mei 2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan Giat  patroli gabungan dalam rangka  Pelaksan\xe2\x80\xa6 https://t.co/ML8eoHjQuJ'
2022-06-01 11:40:00,14_mondokan,b'Selasa tgl 31 Mei  2022 Pkl 09:00 WIB  s.d anggota Koramil 20/Plupuh selesai melaksanakan Giat Patroli Bersama Pols\xe2\x80\xa6 https://t.co/eemo2GkXIM'
2022-06-01 11:39:36,14_mondokan,b'Anggota Koramil 18/Kalijambe melaksanakan  patroli dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas Pe\xe2\x80\xa6 https://t.co/gVsq0iPvuq'
2022-06-01 11:39:10,14_mondokan,b'Serka Anto Joko P melaksanakan Giat\xc2\xa0 patroli gabungan bersama Bripka Riyanto dan Bripka Wahyu Polsek Sukodono dalam\xe2\x80\xa6 https://t.co/POLwiqlUq0'
2022-06-01 11:36:05,14_mondokan,b'Anggota Koramil 19 Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/xO3jqn7EPo'
2022-06-01 11:34:52,RamilGemolong,b'Pada Selasa tgl 31 Mei 2022 Pkl 20.30 WIB  s.d selesai telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *\xe2\x80\xa6 https://t.co/CwPks3092r'
2022-06-01 11:33:48,14_mondokan,b'telah dilaksanakan Giat  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan\xe2\x80\xa6 https://t.co/1NcWFURZoi'
2022-06-01 11:32:56,14_mondokan,b'telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyaraka\xe2\x80\xa6 https://t.co/0sVNxD69MA'
2022-06-01 11:32:09,MUHAMMA07822786,b'RT @Iliyah82: Pelatihan Peningkatan Kapasitas Mandiri  (PPKM) @ApdiPasuruan022 \n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#TPPJawaTimur \n#TPPpas\xe2\x80\xa6'
2022-06-01 11:30:54,14_mondokan,b'Anggota Koramil 19 Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/LKvHT9ro97'
2022-06-01 11:29:40,14_mondokan,b'Telah dilaksanakan giat operasi Yustisi/Penyekatan dan Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan M\xe2\x80\xa6 https://t.co/ng5pCcFisE'
2022-06-01 11:28:46,RamilGemolong,b'Pada Selasa tgl 31 Mei 2022 Pkl 20.30 WIB  s.d selesai telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *\xe2\x80\xa6 https://t.co/K6tGC8pleR'
2022-06-01 11:28:21,SunardiFauzi,"b'Giat  patroli gabungan dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobilitas Perpindahan Masyarakat, bertemp\xe2\x80\xa6 https://t.co/Vb0ZhAe6GH'"
2022-06-01 11:24:12,SunardiFauzi,b'Anggota Koramil 19/ Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/9GFsb4iCqy'
2022-06-01 11:22:52,SunardiFauzi,"b'Giat  Patroli  dalam rangka  Pelaksanaan PPKM LEVEL II membatasi Mobilitas Perpindahan Masyarakat*, bertempat di wi\xe2\x80\xa6 https://t.co/nEdkbIlFw5'"
2022-06-01 11:22:27,SunardiFauzi,b'Giat  patroli gabungan bersama Polsek Gemolong dalam rangka pelaksanaan *PPKM LEVEL - II* membatasi Mobilitas Perpi\xe2\x80\xa6 https://t.co/8Fq8DhdiuE'
2022-06-01 11:21:04,boyvoyagej,b'Meskipun ppkm telah berakhir namun cintaku padamu tidak akan pernah berakhir.'
2022-06-01 11:19:26,SunardiFauzi,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/0Rpole9Psp'"
2022-06-01 11:18:36,boyvoyagej,b'Ppkm sudah berakhir tapi rasa malasku belum juga berakhir'
2022-06-01 11:12:16,alan_bond007,b'@txtdaribandung Oh salila ie teh ppkm?'
2022-06-01 11:09:38,ItiChristian,"b'RT @_Banyoe: PPKM tidak mengisolasi virus, mereka mengisolasi kebebasan.\n\nMasker covid tidak memberikan perlindungan, masker melambangkan k\xe2\x80\xa6'"
2022-06-01 11:03:32,MIbnuS5,b'RT @BangAmek09: Pelatihan Peningkatan Kapasitas Mandiri (PPKM) @ApdiPasuruan022\n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#TPPJawaTimur\n#TPPpasu\xe2\x80\xa6'
2022-06-01 10:58:41,RamilGemolong,b'Anggota Koramil 19 Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/1ImzbIgqyo'
2022-06-01 10:57:54,OnesWansuk4,"b'RT @_Banyoe: PPKM tidak mengisolasi virus, mereka mengisolasi kebebasan.\n\nMasker covid tidak memberikan perlindungan, masker melambangkan k\xe2\x80\xa6'"
2022-06-01 10:55:58,wicketkeepin,b'@andhikatsu Level ppkm ditentuin satgas klo ga salah'
2022-06-01 10:53:01,RamilGemolong,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/ew0mEU9eRJ'
2022-06-01 10:47:42,alltooreowell,b'@txtdaribandung lhooo emg ppkm masih ada?'
2022-06-01 10:45:52,zero_165,"b'RT @_Banyoe: PPKM tidak mengisolasi virus, mereka mengisolasi kebebasan.\n\nMasker covid tidak memberikan perlindungan, masker melambangkan k\xe2\x80\xa6'"
2022-06-01 10:44:51,txtdarikintil,"b'@txtdaribandung Kamana atuh ppkm, meni usum\xf0\x9f\x98\x82'"
2022-06-01 10:43:44,aesyeah,b'@txtdaribandung Emg masih ppkm ya?'
2022-06-01 10:42:59,nurqodriah,b'@txtdaribandung Lah?? Lainna geus teu ppkm nyak?? Atau abi nu kudet?? \xf0\x9f\x98\x85\xf0\x9f\x98\x85'
2022-06-01 10:39:40,IkyUhuyy,"b'@txtdaribandung Burulah ppkm\nHayang dagang deui sapatu yeuh, bari jeung panggih teteh janda nu dagang jeroan.'"
2022-06-01 10:37:02,hourlyima,b'@txtdaribandung Emang ppkm masih berlaku ya wkwkwk'
2022-06-01 10:32:25,restamojokerto,b'PENERANGAN KELILING HIMBAU PROKES \n\nSosialisasi Inmendagri No. 26 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres\xe2\x80\xa6 https://t.co/JPb0M6lEWw'
2022-06-01 10:23:05,KerenRasno,b'Anggota Koramil 17/Sumberlawang melaksanakan Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2* membatasi Mobil\xe2\x80\xa6 https://t.co/8wxwOOH0l6'
2022-06-01 10:18:21,Koramil16miri1,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/U3ZgFgRvde'"
2022-06-01 10:15:18,Koramil16miri1,"b'Giat  patroli dalam rangka  Pelaksanaan *PPKM LEVEL 2 membatasi Mobilitas Perpindahan Masyarakat, bertempat di wila\xe2\x80\xa6 https://t.co/ONiuLXj2td'"
2022-06-01 10:14:37,badnolep,"b""RT @hyerim_theworld: Buruan serbu promo PPKM lagi di McDonald's yuk McD'ers!\xf0\x9f\x98\x8d\n\nMulai 30-31 Mei 2022, kamu bisa nikmati 4 ayam McD dan 2 min\xe2\x80\xa6"""
2022-06-01 10:09:52,KerenRasno,b'Anggota Koramil 07/Ngrampal melaksanakan Patroli  dalam rangka Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM D\xe2\x80\xa6 https://t.co/rNo1Oajns7'
2022-06-01 10:08:19,Koramil20P,b'Pada Selasa tgl 31 Mei 2022 Pkl 20.30 WIB  s.d selesai telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *\xe2\x80\xa6 https://t.co/XZbpjUH4v7'
2022-06-01 10:07:53,Koramil20P,b'Pada Selasa tgl 31 Mei 2022 Pkl 20.30 WIB  s.d selesai telah dilaksanakan Giat  patroli dalam rangka  Pelaksanaan *\xe2\x80\xa6 https://t.co/o0lIV3cFJ0'
2022-06-01 10:06:31,Koramil20P,b'Anggota Koramil 19 Tanon melaksanakan Giat  patroli  dalam rangka  Pelaksanaan *PPKM LEVEL II* membatasi Mobilitas\xe2\x80\xa6 https://t.co/9VVCTYLhIJ'
2022-06-01 09:56:28,fauzansld,b'Siap Berdesa untuk menjadikan Desa Lebih Maju\n#TPPJawaTimur\n#TPPpasuruan\n#ppkm\n#pelatihanpeningkatankapasitasmandiri https://t.co/hbdlPq9G0B'
2022-06-01 09:56:22,artsodef,b'@xgot711 Dari april ga sih kak gajadi mulu wkkw padahal udh gaada ppkm'
2022-06-01 09:55:44,Mybenxxtme,"b'RT @PT_Transjakarta: Sahabat TiJe, mulai Senin, 11 April 2022, layanan Transjakarta kembali menyesuaikan jam operasional pada masa PPKM lev\xe2\x80\xa6'"
2022-06-01 09:54:52,19Tanon,b'Pada hari Rabu tgl 01 Juni 2022 Pkl 09.00 Wib s.d selesai telah dilaksanakan Giat  patroli gabungan bersama Polsek\xe2\x80\xa6 https://t.co/FDSqYEgedJ'
2022-06-01 09:54:18,fikaosman,b'@artsodef Kamu WFO berapa persen?\nKalau kantorku 60% maksimal mau PPKM level berapapun. Jd pandemi bikin mengubah pola datang ke kantor'
2022-06-01 09:53:58,19Tanon,b'Pada hari Rabu   tanggal 1 Juni  2022 Pkl 09.00 WIB  s.d selesai telah dilaksanakan  Giat  Patroli  dalam rangka  P\xe2\x80\xa6 https://t.co/k4X8EB1aEq'
2022-06-01 09:43:35,RamilGemolong,b'Selasa tgl 31 Mei 2022 Pkl 09.30\xc2\xa0 WIB\xc2\xa0 s.d selesai Serka Anto Joko P melaksanakan Giat\xc2\xa0 patroli gabungan bersama Br\xe2\x80\xa6 https://t.co/jMcoPACcLi'
2022-06-01 09:39:12,RamilGemolong,b'Anggota Koramil 07/Ngrampal melaksanakan Patroli  dalam rangka Pemberlakuan Pembatasan Kegiatan Masyarakat ( PPKM D\xe2\x80\xa6 https://t.co/cEURKKieiF'
2022-06-01 09:32:39,komarudin_ans,b'RT @PDI_Perjuangan: Rahmad Handoyo Ingatkan Pemerintah Tak Buru-Buru Soal Pencabutan PPKM\n\nDia juga meminta pemerintah menggunakan diksi ya\xe2\x80\xa6'
2022-06-01 09:32:17,GosBrodhen_73,b'RT @RochimMuchammad: Bismillah... Pelatihan Peningkatan Kapasitas Mandiri  (PPKM) @ApdiPasuruan022 \n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#T\xe2\x80\xa6'
2022-06-01 09:31:52,GosBrodhen_73,b'RT @BangAmek09: Pelatihan Peningkatan Kapasitas Mandiri (PPKM) @ApdiPasuruan022\n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#TPPJawaTimur\n#TPPpasu\xe2\x80\xa6'
2022-06-01 09:31:36,GosBrodhen_73,b'RT @Iliyah82: Pelatihan Peningkatan Kapasitas Mandiri  (PPKM) @ApdiPasuruan022 \n\n#PPKM_APDI\n#APDIJatim\n#APDIPasuruan\n#TPPJawaTimur \n#TPPpas\xe2\x80\xa6'
2022-06-01 09:21:41,gopaiindonesia,b'@lipatanpipi @cumaakunreceh @gojekindonesia foto kanan diambil saat ppkm level 40'
